Author,Char_1,Freq_1,Char_2,Freq_2,Char_3,Freq_3,Char_4,Freq_4,Char_5,Freq_5,Char_6,Freq_6,Char_7,Freq_7,Char_8,Freq_8,Char_9,Freq_9,Char_10,Freq_10,char_e,char_a,char_s,char_n,char_i,char_r,char_l,char_t,char_o,char_u,char_d,char_c,char_m,char_p,char_v,char_g,char_b,char_f,char_h,char_q,Language,char_k,char_y,char_j,char_w,char_z,char_ſ,char_ī,char_é,char_þ,char_ä,char_ö,char_á,char_æ,char_о,char_а,char_е,char_к,char_и,char_т,char_н,char_р,char_л,char_с,char_в,char_у,char_п,char_д,char_б,char_ь,char_м,char_ч,char_я,char_í,char_å,char_ó
Floyd L. Wallace,e,12.27,t,9.77,o,8.06,a,7.8,i,6.93,n,6.7,r,5.86,h,5.67,s,5.61,d,4.57,12.27,7.8,5.61,6.7,6.93,5.86,3.99,9.77,8.06,3.0,4.57,3.32,2.28,1.94,,2.16,1.42,1.88,5.67,,English,,1.95,,2.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frances Bacon,e,12.51,t,9.49,a,8.13,o,7.99,n,6.84,i,6.59,s,6.5,r,6.35,h,5.85,d,3.96,12.51,8.13,6.5,6.84,6.59,6.35,3.65,9.49,7.99,2.83,3.96,2.54,2.42,1.76,,1.88,1.45,2.76,5.85,,English,,1.76,,2.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frances Cavanah,e,12.42,t,8.92,a,8.45,o,8.22,n,6.67,h,6.42,i,6.26,s,5.99,r,5.78,d,4.54,12.42,8.45,5.99,6.67,6.26,5.78,3.96,8.92,8.22,2.61,4.54,2.48,2.4,1.69,,2.32,1.99,1.95,6.42,,English,,1.99,,2.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frances Halton Eva Hasell,e,12.52,t,9.38,a,8.17,o,7.66,n,6.93,i,6.72,r,6.44,s,6.07,h,5.89,d,4.35,12.52,8.17,6.07,6.93,6.72,6.44,3.75,9.38,7.66,2.91,4.35,2.89,2.17,1.82,,2.16,1.39,2.21,5.89,,English,,1.7,,2.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frances Hodgson Burnett,e,12.62,t,8.61,a,8.48,o,7.18,h,6.87,n,6.83,s,6.69,i,6.62,r,5.7,d,5.02,12.62,8.48,6.69,6.83,6.62,5.7,4.03,8.61,7.18,2.72,5.02,2.19,2.49,1.46,,2.15,1.51,1.84,6.87,,English,,1.99,,2.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francesco Petrarca,e,12.23,t,8.72,o,8.18,i,7.84,a,7.76,n,6.85,r,6.82,s,6.23,h,4.33,l,4.26,12.23,7.76,6.23,6.85,7.84,6.82,4.26,8.72,8.18,2.88,3.64,3.39,2.57,2.25,,2.33,1.56,2.11,4.33,,English,,1.66,,1.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francis A. March and Richard J. Beamish,e,12.75,t,9.44,a,8.4,n,7.45,o,7.07,i,6.99,r,6.84,s,6.24,h,5.34,d,4.01,12.75,8.4,6.24,7.45,6.99,6.84,3.65,9.44,7.07,2.61,4.01,2.88,2.56,1.9,,2.08,1.57,2.62,5.34,,English,,1.55,,1.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francis Bacon,e,12.57,t,9.93,o,7.71,a,7.59,i,7.42,n,7.3,s,6.65,r,6.17,h,5.82,d,3.81,12.57,7.59,6.65,7.3,7.42,6.17,3.35,9.93,7.71,2.92,3.81,2.86,2.51,1.98,,1.73,1.53,2.66,5.82,,English,,1.55,,1.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francis Cunningham,e,12.5,t,9.45,o,7.77,i,7.64,a,7.24,n,7.07,h,6.54,s,6.42,r,5.81,d,4.1,12.5,7.24,6.42,7.07,7.64,5.81,3.45,9.45,7.77,2.64,4.1,3.07,2.41,2.0,,1.82,1.39,2.75,6.54,,English,,1.61,,2.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francis Dodd,e,11.87,a,8.75,t,8.36,o,7.46,i,7.39,n,7.13,r,7.12,s,5.48,h,4.79,d,4.38,11.87,8.75,5.48,7.13,7.39,7.12,3.73,8.36,7.46,2.43,4.38,3.76,3.0,1.94,,2.03,1.78,2.52,4.79,,English,,1.55,,1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francis Grierson,e,12.06,t,8.99,i,7.83,n,7.72,a,7.72,o,7.62,s,6.44,r,5.92,h,5.39,l,4.23,12.06,7.72,6.44,7.72,7.83,5.92,4.23,8.99,7.62,2.71,3.86,3.35,2.55,2.09,,1.93,1.31,2.33,5.39,,English,,1.65,,2.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francis Grose,e,11.64,o,8.45,a,8.44,t,8.2,n,6.63,r,6.57,s,6.47,i,6.43,h,5.07,l,4.4,11.64,8.44,6.47,6.63,6.43,6.57,4.4,8.2,8.45,2.77,3.62,3.17,2.52,2.3,,2.44,2.06,2.43,5.07,,English,,1.8,,1.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francis Russell,e,12.73,t,9.7,a,8.26,o,7.63,n,7.02,i,6.62,h,6.14,r,6.02,s,5.89,d,4.48,12.73,8.26,5.89,7.02,6.62,6.02,3.74,9.7,7.63,2.59,4.48,2.95,2.57,1.6,,1.86,1.54,2.25,6.14,,English,,1.66,,2.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francis W. Hirst,e,12.23,t,9.48,o,7.87,a,7.72,i,7.3,n,6.87,s,6.52,r,6.18,h,5.7,d,3.93,12.23,7.72,6.52,6.87,7.3,6.18,3.79,9.48,7.87,2.92,3.93,3.08,2.69,2.12,,1.68,1.53,2.57,5.7,,English,,1.79,,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francois Duc De La Rochefoucauld,e,12.98,t,9.45,o,7.89,i,7.62,a,7.29,s,7.02,n,6.69,r,6.03,h,5.34,l,3.82,12.98,7.29,7.02,6.69,7.62,6.03,3.82,9.45,7.89,2.93,3.5,2.78,2.58,1.79,1.4,1.63,,2.65,5.34,,English,,1.66,,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francois Rabelais,e,12.17,t,9.27,a,8.06,o,7.62,i,6.8,n,6.65,h,6.47,s,6.28,r,6.06,d,4.22,12.17,8.06,6.28,6.65,6.8,6.06,4.08,9.27,7.62,3.08,4.22,2.53,2.37,1.87,,2.05,1.59,2.44,6.47,,English,,1.9,,2.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frank A. Martin,e,12.51,t,9.25,a,8.39,o,7.66,n,7.16,i,6.69,r,6.32,h,6.3,s,6.2,d,4.25,12.51,8.39,6.2,7.16,6.69,6.32,3.66,9.25,7.66,2.66,4.25,2.51,2.52,1.76,,2.12,1.48,2.59,6.3,,English,,1.61,,2.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frank Barrett,e,12.21,t,9.33,o,7.86,a,7.86,i,6.64,n,6.61,h,6.5,s,6.23,r,5.82,d,4.5,12.21,7.86,6.23,6.61,6.64,5.82,3.62,9.33,7.86,2.98,4.5,2.22,2.47,1.6,,2.28,1.66,2.36,6.5,,English,,2.38,,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frank Crane,e,11.9,t,9.45,o,8.5,i,7.65,a,7.17,n,7.09,r,6.3,s,5.47,h,4.45,l,3.88,11.9,7.17,5.47,7.09,7.65,6.3,3.88,9.45,8.5,3.21,3.64,3.1,2.54,2.33,,2.2,1.64,2.47,4.45,,English,,2.31,,2.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frank Frankfort Moore,e,12.49,t,9.63,o,8.09,a,8.0,h,6.92,i,6.86,n,6.64,s,6.11,r,5.61,d,3.88,12.49,8.0,6.11,6.64,6.86,5.61,3.67,9.63,8.09,2.87,3.88,2.5,2.58,1.74,,2.0,1.4,2.38,6.92,,English,,2.08,,2.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frank Richard Stockton,e,12.37,t,9.75,a,8.76,o,7.65,h,7.29,n,6.8,i,6.32,s,5.7,r,5.32,d,4.77,12.37,8.76,5.7,6.8,6.32,5.32,3.61,9.75,7.65,2.68,4.77,2.48,2.28,1.8,,1.93,1.68,2.26,7.29,,English,,1.7,,2.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frank Riley,e,12.63,t,9.69,a,7.7,o,7.62,i,6.69,n,6.46,r,6.38,h,5.97,s,5.79,l,4.35,12.63,7.7,5.79,6.46,6.69,6.38,4.35,9.69,7.62,2.89,4.26,2.51,2.43,2.03,,2.19,1.54,2.23,5.97,,English,,1.9,,2.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frank Thomas Bullen,e,12.39,t,9.42,a,8.23,o,7.61,i,7.22,n,7.07,s,6.46,r,5.93,h,5.48,l,4.29,12.39,8.23,6.46,7.07,7.22,5.93,4.29,9.42,7.61,2.9,3.53,2.74,2.3,2.01,,1.99,1.66,2.49,5.48,,English,,1.99,,2.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Franz Kafka,e,12.51,t,9.96,o,7.97,a,7.67,h,6.77,i,6.77,n,6.61,s,6.06,r,5.31,d,4.35,12.51,7.67,6.06,6.61,6.77,5.31,3.96,9.96,7.97,2.94,4.35,2.28,2.39,1.59,,2.09,1.57,2.03,6.77,,English,,2.06,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fred T. Hodgson,e,12.91,t,10.02,a,7.44,o,7.42,i,7.05,n,6.76,s,6.21,r,6.2,h,5.83,l,3.93,12.91,7.44,6.21,6.76,7.05,6.2,3.93,10.02,7.42,3.06,3.52,3.01,1.89,1.88,,2.33,1.74,3.3,5.83,,English,,1.25,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fred W. Ward,e,11.73,t,8.75,a,7.95,o,7.45,n,7.11,r,6.86,i,6.51,s,5.54,h,4.77,d,4.49,11.73,7.95,5.54,7.11,6.51,6.86,4.35,8.75,7.45,2.38,4.49,3.24,2.66,2.42,,2.45,1.88,2.34,4.77,,English,,1.67,,2.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frederic Kidder,e,12.24,t,9.29,a,7.99,o,7.55,n,7.43,i,7.27,r,6.75,s,5.99,h,4.83,d,3.6,12.24,7.99,5.99,7.43,7.27,6.75,3.4,9.29,7.55,2.77,3.6,3.06,2.34,2.09,,2.48,1.85,2.32,4.83,,English,,1.77,,2.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frederic S. Cozzens,e,12.52,t,9.29,a,8.21,o,7.63,n,7.0,i,6.79,s,6.3,r,6.26,h,5.88,d,4.05,12.52,8.21,6.3,7.0,6.79,6.26,4.01,9.29,7.63,2.68,4.05,2.82,2.12,2.05,,1.96,1.65,2.59,5.88,,English,,1.7,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frederick Boyle,e,12.29,t,9.13,a,7.84,o,7.53,i,7.07,s,6.89,n,6.7,r,6.37,h,5.28,l,4.3,12.29,7.84,6.89,6.7,7.07,6.37,4.3,9.13,7.53,3.05,3.73,3.19,2.56,2.06,,1.88,1.75,2.31,5.28,,English,,1.84,,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frederick Douglass,e,12.7,t,9.16,a,7.93,o,7.65,n,6.93,i,6.88,s,6.34,r,6.0,h,5.82,d,4.24,12.7,7.93,6.34,6.93,6.88,6.0,4.04,9.16,7.65,2.56,4.24,2.59,2.88,1.76,,1.96,1.5,2.48,5.82,,English,,2.03,,2.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frederick Franklin Schrader,e,12.67,t,9.01,a,8.16,n,7.96,o,7.31,i,7.23,r,6.87,s,6.22,h,5.09,d,3.81,12.67,8.16,6.22,7.96,7.23,6.87,3.73,9.01,7.31,2.49,3.81,3.1,2.64,2.0,,2.17,1.46,2.58,5.09,,English,,1.58,,1.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frederick Jackson Turner,e,12.72,t,9.96,n,7.84,o,7.82,i,7.78,a,7.68,s,6.62,r,6.2,h,5.17,l,3.87,12.72,7.68,6.62,7.84,7.78,6.2,3.87,9.96,7.82,2.23,3.71,3.18,2.32,2.12,,1.68,1.11,2.7,5.17,,English,,1.46,,1.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frederick Swainson,e,11.38,t,9.24,o,8.35,a,7.8,n,6.79,i,6.72,h,6.1,s,6.06,r,5.66,l,4.45,11.38,7.8,6.06,6.79,6.72,5.66,4.45,9.24,8.35,3.23,4.25,2.73,2.27,1.66,,2.28,1.57,2.37,6.1,,English,,2.14,,2.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frederick W. Hamilton,e,11.45,t,8.69,o,7.97,i,7.85,a,7.38,r,7.25,n,7.2,s,6.71,l,3.81,h,3.71,11.45,7.38,6.71,7.2,7.85,7.25,3.81,8.69,7.97,2.9,3.38,3.53,2.57,2.97,,2.3,1.9,2.44,3.71,,English,,1.68,,1.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frederick William Headland,e,12.26,t,9.76,i,8.44,a,8.01,o,7.61,n,7.03,s,6.97,r,5.68,h,4.98,c,4.07,12.26,8.01,6.97,7.03,8.44,5.68,3.63,9.76,7.61,2.82,3.76,4.07,2.53,2.04,,1.3,1.8,2.44,4.98,,English,,1.75,,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fredrick S. Burch,e,12.13,t,10.01,o,7.99,r,7.25,a,7.25,i,6.84,n,6.58,s,5.43,h,4.45,l,4.08,12.13,7.25,5.43,6.58,6.84,7.25,4.08,10.01,7.99,3.54,3.3,3.36,2.61,2.24,,2.2,1.96,2.2,4.45,,English,,1.9,,1.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Friedrich Nietzsche,e,12.56,t,9.6,o,7.66,i,7.66,a,7.61,n,7.11,s,6.98,h,5.84,r,5.74,l,4.16,12.56,7.61,6.98,7.11,7.66,5.74,4.16,9.6,7.66,2.79,3.54,2.88,2.4,1.94,,1.88,1.29,2.47,5.84,,English,,1.77,,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Friedrich Wilhelm Nietzsche,e,12.43,t,9.58,i,7.74,o,7.71,a,7.62,n,7.12,s,6.99,h,5.76,r,5.71,l,4.03,12.43,7.62,6.99,7.12,7.74,5.71,4.03,9.58,7.71,2.77,3.43,2.96,2.48,1.91,,1.87,1.33,2.55,5.76,,English,,1.86,,1.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fritz Leiber,e,12.16,t,9.28,a,7.87,o,7.54,i,7.01,n,6.99,s,6.11,r,6.0,h,5.51,d,4.24,12.16,7.87,6.11,6.99,7.01,6.0,4.13,9.28,7.54,2.87,4.24,2.86,2.58,1.88,,2.41,1.54,2.2,5.51,,English,,2.01,,2.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fyodor Dostoevsky,e,11.86,t,9.22,a,8.27,o,8.02,i,7.07,n,7.0,h,6.08,s,6.03,r,5.43,d,4.23,11.86,8.27,6.03,7.0,7.07,5.43,4.06,9.22,8.02,3.1,4.23,2.2,2.59,1.65,,2.04,1.4,2.03,6.08,,English,,2.49,,2.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fyodor Dostoyevsky,e,12.14,t,9.16,a,8.19,o,7.94,i,7.04,n,6.82,h,6.36,s,6.03,r,5.4,d,4.32,12.14,8.19,6.03,6.82,7.04,5.4,4.12,9.16,7.94,3.08,4.32,2.25,2.64,1.64,,1.98,1.41,2.15,6.36,,English,,2.48,,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G. E. Farrow,e,11.88,t,9.22,a,7.93,o,7.88,i,7.01,n,6.34,s,6.04,r,6.0,h,5.65,l,4.46,11.88,7.93,6.04,6.34,7.01,6.0,4.46,9.22,7.88,3.17,4.35,2.55,2.35,1.93,,2.27,1.61,1.98,5.65,,English,,2.36,,2.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G. K. Chesterton,e,12.15,t,9.54,a,8.31,o,7.39,i,7.33,n,6.87,s,6.39,h,6.06,r,5.66,l,4.35,12.15,8.31,6.39,6.87,7.33,5.66,4.35,9.54,7.39,2.79,3.92,2.64,2.51,1.76,,2.01,1.56,2.23,6.06,,English,,2.07,,2.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G.K. Chesterton,e,12.19,t,9.59,a,8.19,o,7.58,i,7.2,n,7.0,s,6.53,r,5.91,h,5.82,l,4.4,12.19,8.19,6.53,7.0,7.2,5.91,4.4,9.59,7.58,2.73,3.78,2.71,2.5,1.76,,2.04,1.61,2.3,5.82,,English,,1.91,,2.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GANPAT,e,12.51,t,9.06,a,8.12,o,7.66,n,6.78,i,6.5,h,6.39,s,6.11,r,5.82,d,4.48,12.51,8.12,6.11,6.78,6.5,5.82,4.14,9.06,7.66,2.89,4.48,2.14,2.44,1.66,,2.22,1.37,2.29,6.39,,English,,2.12,,2.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gaston Leroux,e,12.8,t,9.28,a,7.97,o,7.69,h,6.91,i,6.86,n,6.6,r,6.04,s,6.03,d,4.45,12.8,7.97,6.03,6.6,6.86,6.04,3.72,9.28,7.69,2.8,4.45,2.45,2.62,1.67,,2.1,1.36,2.03,6.91,,English,,1.95,,2.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geo. W. Donohue,e,12.36,t,10.57,o,8.11,i,7.97,a,7.65,n,7.43,s,6.22,r,5.78,h,5.24,l,3.79,12.36,7.65,6.22,7.43,7.97,5.78,3.79,10.57,8.11,2.64,3.44,3.32,2.08,2.12,,1.55,1.62,2.47,5.24,,English,,1.78,,1.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geoffrey Chaucer,e,13.15,t,9.23,a,7.93,o,7.59,h,7.26,n,6.65,s,6.43,i,6.3,r,5.85,l,4.35,13.15,7.93,6.43,6.65,6.3,5.85,4.35,9.23,7.59,2.73,4.14,2.08,2.3,1.39,,1.87,1.42,2.41,7.26,,English,,2.29,,2.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
George Ade,e,12.72,t,9.14,a,8.3,o,7.51,n,6.83,i,6.38,h,6.34,r,5.86,s,5.47,d,4.48,12.72,8.3,5.47,6.83,6.38,5.86,4.18,9.14,7.51,2.9,4.48,2.77,2.35,2.02,,2.31,1.7,2.25,6.34,,English,,1.67,,2.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
George Bernard Shaw,e,11.59,t,8.97,o,8.17,a,7.88,i,7.23,n,7.04,s,6.28,r,6.08,h,5.61,l,4.21,11.59,7.88,6.28,7.04,7.23,6.08,4.21,8.97,8.17,3.24,3.56,2.55,2.71,1.8,,2.22,1.47,2.11,5.61,,English,,2.58,,2.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
George Eliot,e,12.0,t,8.95,a,8.03,o,7.72,i,7.09,n,6.91,h,6.39,s,6.32,r,5.65,d,4.29,12.0,8.03,6.32,6.91,7.09,5.65,4.11,8.95,7.72,2.95,4.29,2.34,2.71,1.62,,2.31,1.63,2.2,6.39,,English,,2.08,,2.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
George Eliot [pseudonym of Mary Anne Evans],e,12.23,t,9.26,a,8.16,o,7.82,n,6.98,h,6.92,i,6.51,s,6.37,r,5.68,d,4.32,12.23,8.16,6.37,6.98,6.51,5.68,3.94,9.26,7.82,2.83,4.32,2.02,2.56,1.46,,2.23,1.61,2.14,6.92,,English,,2.15,,2.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
George Forbes,e,13.12,t,8.99,a,7.95,o,7.73,n,6.71,i,6.47,h,6.39,s,6.08,r,5.89,d,4.53,13.12,7.95,6.08,6.71,6.47,5.89,3.37,8.99,7.73,2.85,4.53,2.69,2.67,1.91,,1.96,1.68,2.39,6.39,,English,,1.58,,2.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"George H. Lowery, Jr",e,12.7,t,8.31,o,7.94,a,7.83,i,7.54,n,7.35,r,7.1,s,6.38,l,4.17,h,3.75,12.7,7.83,6.38,7.35,7.54,7.1,4.17,8.31,7.94,2.99,3.42,3.7,2.5,2.23,,1.63,2.13,2.25,3.75,,English,,1.82,,1.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
George Haven Putnam,e,12.49,t,10.08,o,7.98,a,7.64,n,7.5,i,7.11,r,6.28,s,6.24,h,5.75,d,3.74,12.49,7.64,6.24,7.5,7.11,6.28,3.67,10.08,7.98,2.58,3.74,3.03,2.27,1.98,,1.79,1.47,2.66,5.75,,English,,1.69,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
George Henry Joseph Adlam,e,11.54,t,9.15,a,8.16,i,8.16,o,7.54,s,6.89,n,6.38,r,6.35,h,4.64,l,4.25,11.54,8.16,6.89,6.38,8.16,6.35,4.25,9.15,7.54,2.98,3.97,4.12,2.51,2.25,,1.71,1.65,2.29,4.64,,English,,1.63,,1.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
George Lyman Kittredge,e,13.15,t,8.93,i,7.49,a,7.39,s,7.28,o,7.25,n,6.88,r,6.0,h,5.19,l,3.74,13.15,7.39,7.28,6.88,7.49,6.0,3.74,8.93,7.25,2.9,3.73,3.51,2.41,2.24,,1.54,1.71,2.38,5.19,,English,,1.5,,1.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
George MacDonald,e,12.64,t,9.32,o,7.91,a,7.6,h,6.84,n,6.77,i,6.72,s,5.98,r,5.78,d,4.48,12.64,7.6,5.98,6.77,6.72,5.78,4.07,9.32,7.91,2.86,4.48,2.31,2.48,1.54,,2.2,1.5,2.35,6.84,,English,,1.95,,2.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
George Manville Fenn,e,11.96,t,9.07,a,8.26,o,8.0,n,6.97,i,6.46,h,6.39,s,6.14,r,5.08,d,4.97,11.96,8.26,6.14,6.97,6.46,5.08,4.02,9.07,8.0,2.93,4.97,2.09,2.75,1.58,,2.38,1.5,2.07,6.39,,English,,2.25,,2.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
George O. Smith,e,12.77,t,9.4,a,8.01,o,7.56,i,6.95,n,6.91,r,6.11,s,5.7,h,5.56,l,4.29,12.77,8.01,5.7,6.91,6.95,6.11,4.29,9.4,7.56,2.86,4.23,2.88,2.5,1.84,,2.11,1.63,2.11,5.56,,English,,1.88,,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
George T. Ulmer,e,12.37,t,9.46,o,8.04,a,7.75,i,6.91,n,6.55,r,6.16,h,5.48,s,5.42,d,4.98,12.37,7.75,5.42,6.55,6.91,6.16,3.93,9.46,8.04,2.9,4.98,2.46,2.69,1.77,,2.27,1.64,2.43,5.48,,English,,2.0,,2.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
George Tobias Flom,e,12.72,n,8.54,a,8.19,t,8.1,o,7.61,r,6.87,i,6.87,s,6.29,h,5.02,l,4.42,12.72,8.19,6.29,8.54,6.87,6.87,4.42,8.1,7.61,2.19,3.9,2.32,2.75,1.33,,2.23,1.38,2.31,5.02,,English,,1.53,,2.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
George W. Clark,e,12.36,t,8.35,o,8.03,a,7.52,r,7.23,n,6.51,s,6.35,h,6.22,i,6.18,l,4.92,12.36,7.52,6.35,6.51,6.18,7.23,4.92,8.35,8.03,2.68,3.88,2.21,2.7,1.6,,2.33,1.79,2.41,6.22,,English,,2.2,,2.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgie Sheldon,e,12.8,t,8.55,a,8.02,o,7.54,i,6.76,n,6.75,h,6.54,r,6.05,s,5.91,d,4.75,12.8,8.02,5.91,6.75,6.76,6.05,4.37,8.55,7.54,2.99,4.75,2.15,2.55,1.64,,1.99,1.44,2.23,6.54,,English,,2.34,,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gertrude Chandler Warner,e,12.97,t,9.11,a,7.34,o,7.29,n,6.68,h,6.45,i,6.32,r,6.04,s,6.01,d,4.8,12.97,7.34,6.01,6.68,6.32,6.04,4.49,9.11,7.29,2.78,4.8,2.53,2.05,1.62,,2.19,1.66,1.94,6.45,,English,,2.51,,2.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gertrude Stein,e,12.59,t,9.59,a,9.05,n,8.25,i,7.93,s,7.31,o,6.72,r,5.82,h,4.87,l,4.07,12.59,9.05,7.31,8.25,7.93,5.82,4.07,9.59,6.72,2.39,3.68,3.32,2.02,1.83,,2.34,1.38,1.36,4.87,,English,,1.67,,1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gilbert C. Kniffin,e,12.57,t,9.59,o,7.97,n,7.26,r,7.22,a,7.22,i,7.03,s,5.49,h,4.9,d,4.16,12.57,7.22,5.49,7.26,7.03,7.22,3.69,9.59,7.97,2.55,4.16,3.12,2.2,2.12,,2.42,1.59,2.83,4.9,,English,,1.76,,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giovanni Boccaccio,e,12.93,t,9.29,a,7.93,o,7.89,h,7.81,n,6.79,i,6.6,s,5.69,r,5.63,d,4.43,12.93,7.93,5.69,6.79,6.6,5.63,3.77,9.29,7.89,2.57,4.43,2.23,2.69,1.3,,2.13,1.47,2.4,7.81,,English,,1.84,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gordon Randall Garrett,e,13.05,t,9.89,a,7.71,o,7.59,n,6.97,i,6.55,r,6.33,h,5.99,s,5.5,d,4.29,13.05,7.71,5.5,6.97,6.55,6.33,3.81,9.89,7.59,2.61,4.29,2.85,2.74,1.86,,2.15,1.55,2.29,5.99,,English,,1.78,,2.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gottfried Achenwall,e,12.26,t,9.36,o,7.87,a,7.66,n,7.54,i,7.29,r,7.02,s,6.28,h,4.84,l,4.11,12.26,7.66,6.28,7.54,7.29,7.02,4.11,9.36,7.87,2.63,3.53,3.29,2.22,2.32,,2.18,1.58,2.3,4.84,,English,,1.86,,1.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grace Clarke Newton,e,11.79,t,9.77,o,8.56,r,7.35,i,7.12,n,6.8,a,6.77,s,5.33,h,4.19,c,3.57,11.79,6.77,5.33,6.8,7.12,7.35,3.33,9.77,8.56,3.35,3.47,3.57,2.26,2.69,,2.51,1.79,2.59,4.19,,English,,2.14,,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grace May North,e,13.14,t,8.9,a,8.12,o,7.3,n,6.34,i,6.28,h,6.25,r,6.18,s,5.81,d,5.16,13.14,8.12,5.81,6.34,6.28,6.18,4.59,8.9,7.3,2.85,5.16,2.14,2.33,1.68,,2.43,1.6,1.64,6.25,,English,,2.27,,2.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
